years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
6,wait_and_see,yes_sometimes,invest_all,weekly,wealth building,140463,29409,2099,5,medium,36.4
12,wait_and_see,no_never,invest_all,monthly,retirement,613172,148128,4472,15,medium,55.2
2,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,31515,19088,1716,2,high,6.6
6,buy_more,no_experience,save_half,monthly,wealth building,143832,96983,427,7,medium,42.2
2,sell_immediately,yes_sometimes,save_all,quarterly,vacation,19361,16488,647,2,medium,10.0
5,wait_and_see,yes_sometimes,save_all,monthly,save for a car,81453,21227,3495,3,high,31.7
1,sell_immediately,no_experience,save_half,monthly,emergency fund,16800,5598,77,4,low,1.0
0,wait_and_see,yes_always,save_all,quarterly,emergency fund,34097,17063,790,2,medium,5.8
12,buy_more,no_never,invest_all,weekly,retirement,705508,573839,4049,10,medium,48.8
20,buy_more,yes_sometimes,invest_all,monthly,wealth building,205490,214456,427,30,medium,39.8
5,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,16516,13675,173,2,medium,9.0
2,wait_and_see,yes_sometimes,save_all,quarterly,buy a house,163290,76675,3101,5,medium,16.8
15,buy_more,no_never,invest_all,daily,retirement,2593605,2021139,17926,20,high,92.0
4,buy_more,yes_sometimes,save_half,weekly,retirement,1426049,1529697,8300,12,high,74.7
7,wait_and_see,yes_sometimes,save_half,weekly,retirement,388024,350964,673,12,medium,47.5
4,wait_and_see,no_experience,save_half,weekly,wealth building,322670,231013,1392,10,medium,31.4
3,buy_more,yes_sometimes,invest_all,monthly,retirement,3320823,4738258,37383,10,high,79.2
18,buy_more,yes_sometimes,invest_all,monthly,wealth building,827955,1377104,6411,10,high,73.2
3,sell_immediately,yes_sometimes,save_half,monthly,emergency fund,24761,19250,894,2,medium,18.0
8,buy_more,yes_sometimes,save_half,monthly,wealth building,120221,45850,353,15,medium,32.7
10,buy_more,yes_sometimes,save_half,monthly,wealth building,69160,48603,241,15,medium,35.1
8,buy_more,no_never,save_half,monthly,buy a house,69359,29680,751,10,medium,28.7
6,buy_more,no_never,invest_all,weekly,buy a house,125588,58082,650,10,medium,19.1
3,wait_and_see,yes_sometimes,invest_all,weekly,wealth building,344664,161657,856,12,medium,39.8
2,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,42840,10908,940,4,medium,13.9
5,wait_and_see,no_experience,save_half,rarely,buy a house,88683,79210,2537,3,medium,20.9
7,buy_more,no_experience,save_half,monthly,buy a house,102500,11311,702,10,medium,19.6
0,sell_immediately,yes_sometimes,spend_it,rarely,vacation,3197,379,31,3,low,5.1
1,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,8745,616,91,3,low,3.7
5,wait_and_see,no_experience,save_half,rarely,save for a car,66563,18936,2810,3,high,28.2
2,wait_and_see,yes_sometimes,save_all,rarely,vacation,4652,3051,159,2,medium,18.1
5,buy_more,no_never,save_half,weekly,buy a house,118699,120078,1779,5,medium,25.4
10,wait_and_see,no_never,invest_all,monthly,wealth building,1138298,378520,8403,20,high,56.4
4,sell_immediately,yes_sometimes,save_half,monthly,buy a house,90754,14056,2712,3,low,11.5
3,sell_immediately,yes_sometimes,save_half,rarely,save for a car,20308,10310,482,3,medium,10.2
2,wait_and_see,no_experience,save_half,quarterly,save for a car,84956,34924,5921,2,high,20.6
15,wait_and_see,no_never,invest_all,weekly,retirement,976442,1768241,10412,15,high,82.3
15,buy_more,yes_sometimes,invest_all,monthly,retirement,575468,64205,3059,15,medium,48.0
2,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,22724,4205,1917,1,medium,6.0
4,buy_more,no_never,invest_all,monthly,wealth building,139644,27943,1176,7,medium,32.1
2,wait_and_see,no_experience,save_half,quarterly,save for a car,23730,24923,189,3,medium,13.4
12,buy_more,no_never,invest_all,monthly,wealth building,1004619,1149438,9666,10,high,75.5
6,buy_more,no_never,invest_all,quarterly,wealth building,619742,674082,1765,10,high,67.6
0,sell_immediately,yes_always,save_all,rarely,vacation,18245,15049,200,3,medium,5.8
5,sell_immediately,yes_sometimes,save_all,quarterly,buy a house,159075,96746,2291,5,medium,14.9
12,wait_and_see,yes_sometimes,invest_all,daily,wealth building,396440,214064,2082,20,medium,40.6
15,buy_more,yes_sometimes,invest_all,weekly,retirement,822461,949257,1625,20,high,87.4
7,buy_more,yes_sometimes,invest_all,monthly,buy a house,126854,46629,1324,5,medium,25.6
0,sell_immediately,yes_always,spend_it,rarely,vacation,10172,8974,264,1,low,9.7
12,buy_more,yes_sometimes,save_half,daily,retirement,3598628,1406859,27406,10,high,69.1
18,buy_more,no_never,save_half,monthly,wealth building,222632,44808,3212,10,medium,47.2
2,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,282239,133381,16163,3,high,31.0
3,buy_more,no_experience,save_half,weekly,wealth building,98465,21387,785,5,medium,36.0
2,wait_and_see,yes_always,spend_it,rarely,emergency fund,16896,10159,1699,1,medium,9.1
5,wait_and_see,no_never,invest_all,quarterly,buy a house,343168,181565,8976,5,high,43.0
3,buy_more,no_experience,save_half,quarterly,buy a house,72117,41214,573,7,medium,22.9
15,wait_and_see,no_never,invest_all,weekly,wealth building,437226,223699,3122,20,medium,47.3
3,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,31119,10132,465,3,low,11.4
15,wait_and_see,no_never,invest_all,monthly,retirement,629937,293636,7605,10,high,76.4
5,buy_more,no_experience,save_half,weekly,wealth building,53025,22604,1277,5,medium,43.8
2,sell_immediately,no_experience,save_all,quarterly,buy a house,60413,33938,397,5,medium,10.3
8,wait_and_see,yes_sometimes,invest_all,monthly,retirement,1022108,429668,3806,20,medium,43.4
18,buy_more,yes_sometimes,save_half,monthly,retirement,258495,101148,571,20,medium,47.9
12,buy_more,yes_sometimes,invest_all,monthly,wealth building,406163,106203,824,20,medium,43.6
25,buy_more,no_never,invest_all,daily,retirement,2267889,2922789,29362,15,high,90.1
2,wait_and_see,no_experience,save_half,monthly,emergency fund,39004,50940,1107,5,high,15.9
8,wait_and_see,no_never,invest_all,weekly,buy a house,62519,32144,705,5,medium,23.7
1,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,22554,3715,296,4,low,4.4
6,buy_more,no_never,invest_all,quarterly,retirement,314768,465649,835,12,medium,61.8
1,sell_immediately,yes_sometimes,save_all,quarterly,vacation,18233,11271,713,1,medium,9.8
1,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,15639,1813,164,3,low,1.0
8,wait_and_see,no_never,save_half,quarterly,buy a house,118155,64601,1188,12,medium,20.1
2,sell_immediately,yes_always,save_all,quarterly,vacation,16211,10963,88,3,medium,1.0
10,buy_more,yes_sometimes,invest_all,weekly,wealth building,332355,228696,1438,10,high,68.4
1,wait_and_see,no_experience,save_all,rarely,buy a house,163735,43321,3040,5,medium,10.9
1,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,345255,47531,6837,4,high,21.4
4,buy_more,no_never,save_half,monthly,wealth building,292669,397687,1486,7,medium,39.3
1,sell_immediately,yes_sometimes,save_all,rarely,vacation,2978,1827,26,3,low,12.8
1,sell_immediately,yes_always,spend_it,quarterly,vacation,3288,410,99,1,low,4.0
1,sell_immediately,yes_always,save_all,rarely,vacation,5677,1819,87,1,low,10.0
5,wait_and_see,yes_sometimes,invest_all,weekly,buy a house,383269,65821,6027,7,high,24.1
3,buy_more,no_experience,invest_all,monthly,wealth building,285413,146549,797,12,medium,33.7
3,wait_and_see,no_experience,save_all,rarely,buy a house,109171,34088,3106,4,medium,15.8
5,wait_and_see,no_experience,save_half,rarely,emergency fund,13740,6806,89,5,low,7.0
4,wait_and_see,no_experience,save_half,monthly,retirement,365749,159018,1354,10,medium,35.6
6,buy_more,no_never,save_half,weekly,retirement,2917816,5891113,41000,5,high,85.2
5,wait_and_see,no_experience,save_half,rarely,emergency fund,5072,2618,21,3,low,1.0
8,wait_and_see,yes_sometimes,save_half,monthly,retirement,876483,488219,1862,15,medium,44.1
4,wait_and_see,no_never,save_half,monthly,buy a house,110219,78392,194,12,medium,25.8
2,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,13033,5629,103,3,low,6.5
1,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,15006,6552,202,2,medium,13.4
1,wait_and_see,yes_always,save_all,quarterly,emergency fund,16081,8504,819,1,low,1.0
0,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,8093,5578,127,3,medium,4.5
1,sell_immediately,yes_always,save_all,quarterly,vacation,13508,8806,203,3,medium,5.6
1,sell_immediately,yes_always,spend_it,rarely,emergency fund,13455,6292,252,2,low,6.6
15,wait_and_see,no_never,invest_all,monthly,wealth building,220448,59661,1097,20,medium,44.3
1,sell_immediately,no_experience,save_half,rarely,save for a car,73815,105533,1515,5,high,24.5
3,wait_and_see,no_never,save_half,monthly,buy a house,395005,192630,8126,10,high,31.7
8,buy_more,no_never,invest_all,monthly,retirement,2071884,2744399,13687,10,high,82.4
2,wait_and_see,yes_always,save_all,quarterly,emergency fund,13071,6556,298,2,low,3.6
18,wait_and_see,yes_sometimes,save_half,daily,wealth building,380920,101609,1708,20,medium,37.2
4,wait_and_see,no_experience,invest_all,quarterly,retirement,586540,449692,4126,12,medium,38.2
5,sell_immediately,no_experience,save_half,monthly,buy a house,174265,236133,6333,4,high,30.4
8,wait_and_see,no_experience,save_half,weekly,wealth building,334142,76142,7790,7,high,60.8
18,buy_more,yes_sometimes,invest_all,weekly,wealth building,583117,793059,5086,20,high,80.0
7,buy_more,no_never,save_half,weekly,buy a house,174670,48899,1104,12,medium,27.1
10,buy_more,no_never,save_half,weekly,retirement,1248664,870447,4194,20,medium,46.1
1,sell_immediately,no_experience,save_half,rarely,buy a house,51096,11274,587,4,low,1.0
8,buy_more,no_never,invest_all,weekly,retirement,3721729,6566975,19797,20,high,85.0
1,wait_and_see,yes_sometimes,save_all,quarterly,vacation,14418,7712,150,3,medium,12.7
12,buy_more,yes_sometimes,invest_all,monthly,wealth building,155384,144111,1985,10,high,74.1
3,wait_and_see,yes_sometimes,save_half,weekly,buy a house,104012,119135,318,12,medium,20.9
1,wait_and_see,yes_always,spend_it,rarely,vacation,19433,4974,1365,1,medium,12.4
0,sell_immediately,yes_sometimes,spend_it,rarely,vacation,5731,2669,203,3,medium,6.4
0,wait_and_see,yes_sometimes,spend_it,quarterly,emergency fund,17362,3854,227,3,low,1.0
8,buy_more,no_never,invest_all,daily,retirement,3098514,6759038,29600,10,high,80.6
2,sell_immediately,yes_always,spend_it,rarely,emergency fund,20563,8562,423,3,medium,1.0
6,wait_and_see,no_experience,save_half,quarterly,retirement,1266941,1999766,22612,7,high,79.0
12,buy_more,yes_sometimes,invest_all,weekly,retirement,370936,146058,1664,15,medium,56.1
0,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,18967,4033,476,3,medium,1.0
5,wait_and_see,no_experience,invest_all,weekly,wealth building,1047859,1878414,5339,12,high,67.4
12,buy_more,yes_sometimes,save_half,monthly,retirement,1749944,1841173,4843,10,high,77.4
15,buy_more,no_never,invest_all,daily,wealth building,667591,1679755,2719,20,high,91.5
5,sell_immediately,no_experience,save_all,quarterly,buy a house,53318,49440,465,3,medium,14.2
2,wait_and_see,yes_always,spend_it,quarterly,emergency fund,14179,10032,129,3,low,1.0
5,buy_more,no_never,invest_all,weekly,wealth building,781076,1400399,12806,7,high,65.9
5,buy_more,no_never,save_half,monthly,retirement,898203,609935,4471,7,medium,43.7
1,wait_and_see,no_experience,save_half,quarterly,buy a house,184083,95521,6740,2,medium,14.2
1,wait_and_see,no_experience,save_all,monthly,buy a house,42986,14873,138,3,low,8.6
18,buy_more,yes_sometimes,invest_all,weekly,wealth building,227119,45585,652,20,medium,39.7
3,buy_more,no_never,invest_all,monthly,wealth building,484457,634409,2764,12,high,70.4
1,wait_and_see,yes_sometimes,save_all,quarterly,vacation,18245,11922,495,1,medium,18.6
10,buy_more,no_never,invest_all,monthly,retirement,205313,28512,1216,15,medium,58.5
2,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,18747,7672,303,3,medium,7.1
30,buy_more,yes_sometimes,invest_all,monthly,retirement,1282166,1909318,3329,15,high,86.4
2,wait_and_see,no_experience,save_all,quarterly,buy a house,36687,32059,241,3,low,5.8
6,buy_more,yes_sometimes,invest_all,monthly,wealth building,884272,1860870,12627,7,high,68.1
8,buy_more,no_never,invest_all,monthly,wealth building,171338,215690,1857,12,high,76.0
3,wait_and_see,no_experience,invest_all,quarterly,buy a house,359932,509703,1454,10,high,36.0
3,sell_immediately,no_experience,save_all,monthly,emergency fund,14336,7993,172,2,low,15.1
0,sell_immediately,yes_sometimes,spend_it,rarely,vacation,3623,3575,45,2,medium,11.8
18,wait_and_see,no_never,invest_all,daily,retirement,3506987,4848271,14511,20,high,86.1
3,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,20628,15874,107,4,medium,2.8
10,buy_more,yes_sometimes,save_half,weekly,wealth building,402763,158499,4589,15,high,65.2
7,wait_and_see,yes_sometimes,invest_all,monthly,retirement,1633610,2137938,10899,10,high,70.5
18,buy_more,no_never,invest_all,monthly,wealth building,828104,366080,8378,15,high,81.8
8,buy_more,no_never,save_half,monthly,wealth building,710593,1016163,2399,10,high,71.6
8,buy_more,no_never,invest_all,monthly,retirement,763408,380064,3586,15,medium,49.9
1,wait_and_see,no_experience,save_all,monthly,save for a car,84908,160564,964,4,high,26.3
12,buy_more,yes_sometimes,invest_all,daily,retirement,1008405,366910,14330,10,medium,45.5
20,buy_more,yes_sometimes,invest_all,monthly,wealth building,148742,95030,664,20,medium,46.9
25,buy_more,yes_sometimes,invest_all,monthly,retirement,659033,251779,2993,20,medium,57.3
3,buy_more,yes_sometimes,save_half,quarterly,retirement,605929,464733,2654,7,medium,38.3
4,sell_immediately,no_experience,save_half,quarterly,buy a house,166020,60654,2828,2,medium,8.6
15,wait_and_see,yes_sometimes,save_half,monthly,retirement,961578,1362572,3686,20,high,86.0
3,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,355921,58747,5588,7,high,29.8
15,buy_more,no_never,invest_all,weekly,wealth building,241302,139670,282,15,medium,38.5
12,wait_and_see,no_never,invest_all,monthly,retirement,952397,608303,4801,15,medium,58.5
7,wait_and_see,no_experience,save_half,quarterly,retirement,495301,297742,4835,10,medium,48.2
0,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,4450,1294,49,2,low,1.0
3,sell_immediately,yes_sometimes,save_half,rarely,buy a house,194448,62067,2358,3,medium,18.9
1,sell_immediately,no_experience,save_all,quarterly,emergency fund,46238,86796,1196,2,high,14.7
6,wait_and_see,no_never,save_half,monthly,wealth building,746546,195048,6275,12,high,56.6
30,buy_more,no_never,invest_all,weekly,retirement,2011356,3013113,14721,20,high,96.2
5,buy_more,no_never,save_half,weekly,buy a house,145121,59667,2584,7,medium,24.2
2,sell_immediately,no_experience,save_half,rarely,save for a car,19846,9866,380,3,low,4.1
8,wait_and_see,no_never,save_half,monthly,buy a house,437146,641570,12085,5,high,38.3
4,sell_immediately,yes_sometimes,save_half,monthly,save for a car,34015,36697,909,2,high,22.9
1,sell_immediately,no_experience,save_half,quarterly,buy a house,111776,29599,2117,2,medium,22.9
8,wait_and_see,no_never,invest_all,weekly,retirement,793158,298627,6807,15,medium,49.2
1,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,16890,15677,131,3,low,1.0
3,wait_and_see,no_experience,save_half,weekly,buy a house,194602,61021,3301,7,medium,17.7
2,sell_immediately,no_experience,save_all,quarterly,save for a car,15484,1822,330,3,medium,7.0
10,wait_and_see,no_never,save_half,daily,wealth building,1069302,771412,11740,20,high,70.5
1,sell_immediately,yes_sometimes,save_all,monthly,emergency fund,10325,4684,74,3,low,5.4
5,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,13394,8371,120,2,low,13.6
7,wait_and_see,yes_sometimes,save_half,weekly,retirement,380823,55113,2651,7,medium,39.4
3,buy_more,no_never,save_half,quarterly,buy a house,333467,470273,5615,7,high,38.0
8,buy_more,no_never,save_half,weekly,wealth building,790061,724670,2302,15,high,70.8
12,buy_more,yes_sometimes,save_half,weekly,retirement,2945854,1380637,15442,20,high,75.2
8,buy_more,no_experience,save_half,quarterly,buy a house,511229,451555,3194,10,high,38.8
4,buy_more,no_never,invest_all,monthly,buy a house,116655,61053,801,12,high,40.1
30,buy_more,no_never,invest_all,monthly,retirement,2101251,398031,8953,30,high,97.3
5,wait_and_see,no_experience,save_half,monthly,buy a house,92743,24914,1007,4,low,7.5
5,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,17311,11056,155,3,low,9.7
5,buy_more,no_never,invest_all,quarterly,buy a house,446839,331981,1960,10,high,29.3
5,sell_immediately,no_experience,save_half,rarely,buy a house,251952,339434,9700,3,high,23.5
2,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,10115,2507,284,2,medium,2.3
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,375035,181012,17216,4,high,32.6
8,wait_and_see,yes_sometimes,invest_all,quarterly,retirement,707737,696652,2073,7,medium,36.6
4,wait_and_see,no_experience,save_all,quarterly,emergency fund,16377,2650,234,2,low,8.2
12,buy_more,yes_sometimes,save_half,weekly,retirement,2544468,2041620,60215,10,high,82.9
12,wait_and_see,yes_sometimes,invest_all,daily,wealth building,284586,114094,2515,10,medium,46.8
4,sell_immediately,yes_sometimes,save_half,monthly,emergency fund,37063,37216,2287,3,high,9.8
6,buy_more,no_experience,invest_all,quarterly,wealth building,343783,168350,1772,12,medium,40.4
7,buy_more,no_never,save_half,weekly,retirement,824783,1279932,2370,12,medium,45.7
4,buy_more,no_experience,save_half,quarterly,wealth building,340246,221016,1891,12,medium,34.3
4,buy_more,yes_sometimes,save_half,monthly,retirement,2518017,3850051,16870,12,high,69.8
5,sell_immediately,yes_sometimes,save_all,quarterly,buy a house,146172,82322,1085,5,medium,18.5
6,buy_more,no_experience,save_half,quarterly,wealth building,141328,86357,2769,10,high,62.4
15,buy_more,no_never,invest_all,weekly,wealth building,991177,279402,5968,15,high,81.6
20,buy_more,no_never,invest_all,weekly,retirement,493353,92659,3420,15,medium,61.6
25,buy_more,yes_sometimes,invest_all,weekly,wealth building,1173138,3321656,5508,20,high,80.0
4,buy_more,no_never,save_half,weekly,wealth building,687062,1679277,8822,5,high,70.9
1,sell_immediately,no_experience,save_half,monthly,save for a car,44878,82936,754,5,high,27.9
1,wait_and_see,no_experience,save_all,quarterly,buy a house,112423,45493,656,5,medium,13.3
15,buy_more,yes_sometimes,invest_all,daily,retirement,376896,330710,1175,15,medium,49.8
7,wait_and_see,yes_sometimes,save_half,weekly,wealth building,177222,165456,2013,7,medium,33.7
18,buy_more,yes_sometimes,save_half,monthly,retirement,1072421,805867,3155,20,medium,53.7
2,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,55992,77269,623,4,high,1.0
18,buy_more,no_never,save_half,daily,retirement,367357,340530,1127,15,medium,50.5
3,buy_more,no_never,save_half,weekly,wealth building,252189,339654,974,10,medium,29.9
15,buy_more,yes_sometimes,invest_all,monthly,wealth building,156399,149672,223,30,high,69.3
30,buy_more,no_never,invest_all,weekly,retirement,1415148,890979,6438,30,medium,55.2
4,sell_immediately,yes_sometimes,save_half,rarely,buy a house,93266,121274,1941,2,high,33.5
3,wait_and_see,yes_sometimes,save_all,monthly,save for a car,23395,4281,945,2,low,11.6
20,buy_more,no_never,invest_all,weekly,wealth building,1360369,1620168,10125,25,high,84.8
8,wait_and_see,yes_sometimes,save_half,monthly,retirement,1193984,1058208,3687,20,high,74.4
15,buy_more,no_never,invest_all,weekly,retirement,458237,240550,3192,20,medium,53.3
5,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,567441,1043025,4932,12,high,36.0
5,sell_immediately,yes_sometimes,save_half,monthly,save for a car,47593,60096,849,3,medium,19.0
1,sell_immediately,yes_always,save_all,quarterly,vacation,2200,733,21,2,low,1.0
5,wait_and_see,no_experience,invest_all,quarterly,buy a house,140392,290805,1174,10,high,35.2
25,buy_more,no_never,invest_all,daily,retirement,426772,79027,2031,15,medium,51.4
3,buy_more,no_never,save_half,monthly,wealth building,185414,392927,1318,12,high,63.4
6,wait_and_see,yes_sometimes,save_half,monthly,retirement,2182179,1504552,39469,5,high,70.0
15,wait_and_see,yes_sometimes,save_half,daily,retirement,601887,287418,4172,15,medium,57.6
2,sell_immediately,yes_sometimes,save_half,quarterly,buy a house,127351,27888,3635,2,medium,8.5
18,wait_and_see,no_never,invest_all,daily,retirement,251989,284138,2400,10,medium,55.6
5,wait_and_see,no_never,save_half,weekly,wealth building,973631,176039,7839,12,high,60.3
1,sell_immediately,yes_sometimes,save_all,monthly,emergency fund,58146,110502,1089,4,high,15.8
8,wait_and_see,no_never,save_half,weekly,wealth building,503123,776819,3358,20,high,78.3
3,buy_more,no_experience,invest_all,quarterly,retirement,572391,466904,5291,12,high,72.5
6,buy_more,no_experience,save_half,weekly,buy a house,199392,29394,1063,10,medium,21.5
20,buy_more,no_never,invest_all,weekly,wealth building,819190,1198843,3299,20,high,73.9
5,sell_immediately,no_experience,save_half,quarterly,emergency fund,14282,2392,145,4,low,3.9
5,buy_more,yes_sometimes,invest_all,quarterly,retirement,666340,409261,1353,7,medium,38.0
5,wait_and_see,no_experience,save_half,quarterly,wealth building,338793,691802,4301,7,high,53.2
5,buy_more,no_experience,invest_all,quarterly,wealth building,552819,161390,18138,5,high,55.0
2,sell_immediately,no_experience,save_half,monthly,emergency fund,11988,2368,311,3,medium,8.2
5,buy_more,no_experience,save_half,quarterly,retirement,1228417,1214988,22562,10,high,74.9
1,wait_and_see,yes_sometimes,spend_it,quarterly,emergency fund,13807,1596,699,1,medium,10.4
2,wait_and_see,yes_sometimes,save_half,monthly,emergency fund,10730,2492,58,3,low,1.0
10,buy_more,no_never,save_half,monthly,retirement,2472760,4974174,24562,10,high,83.9
15,wait_and_see,no_never,save_half,monthly,wealth building,1108062,813238,7261,15,high,75.4
4,sell_immediately,yes_sometimes,save_all,monthly,buy a house,42734,16447,162,3,low,9.1
0,wait_and_see,yes_always,spend_it,quarterly,emergency fund,3987,866,57,3,low,3.7
2,wait_and_see,yes_always,save_all,rarely,emergency fund,19061,9980,374,1,low,4.0
15,buy_more,yes_sometimes,save_half,weekly,retirement,997732,811352,6989,15,medium,46.8
18,buy_more,yes_sometimes,invest_all,daily,retirement,1070526,631511,5432,15,medium,52.3
18,wait_and_see,no_never,save_half,monthly,retirement,3534861,3192387,42112,20,high,86.0
15,wait_and_see,yes_sometimes,invest_all,daily,retirement,2856498,2596474,23963,10,high,75.0
20,buy_more,yes_sometimes,invest_all,monthly,wealth building,1329246,2159322,9026,20,high,79.6
2,sell_immediately,no_experience,save_all,quarterly,emergency fund,46113,22742,740,4,high,9.7
10,buy_more,yes_sometimes,invest_all,daily,retirement,251050,177606,1360,20,medium,54.9
2,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,7794,990,614,1,low,4.8
18,wait_and_see,no_never,invest_all,weekly,wealth building,271681,165936,637,15,medium,45.4
2,wait_and_see,no_experience,save_half,quarterly,buy a house,161405,115164,4288,2,medium,8.6
2,sell_immediately,yes_sometimes,save_half,monthly,emergency fund,27749,14232,2699,2,high,7.5
30,buy_more,yes_sometimes,invest_all,daily,wealth building,1495136,1739931,14032,20,high,81.0
8,wait_and_see,no_never,invest_all,quarterly,buy a house,391077,411356,4614,12,high,41.4
3,buy_more,no_never,save_half,weekly,wealth building,289199,48211,3147,7,medium,26.1
15,wait_and_see,yes_sometimes,invest_all,daily,retirement,572173,366303,3698,15,medium,44.1
6,buy_more,no_never,save_half,weekly,retirement,625565,859666,9746,7,high,82.7
1,wait_and_see,yes_always,spend_it,quarterly,vacation,10264,1912,77,3,low,9.2
8,wait_and_see,no_experience,invest_all,quarterly,retirement,922315,549590,7789,7,medium,44.1
3,wait_and_see,no_experience,save_half,quarterly,retirement,609412,691002,3462,10,medium,40.8
3,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,63451,70793,1678,5,high,32.6
10,wait_and_see,no_never,invest_all,daily,retirement,3769221,1870818,43235,20,high,75.3
2,sell_immediately,yes_always,spend_it,rarely,emergency fund,9367,2903,49,3,low,1.0
2,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,8053,3727,367,1,medium,3.1
20,buy_more,no_never,invest_all,daily,retirement,2709464,6651639,10629,30,high,98.3
5,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,10543,1023,220,2,low,1.0
1,sell_immediately,yes_always,save_all,rarely,vacation,5318,2647,117,3,medium,1.9
25,buy_more,yes_sometimes,invest_all,weekly,retirement,2925520,3883669,6023,15,high,80.7
3,wait_and_see,yes_sometimes,save_all,quarterly,buy a house,85460,117642,2618,4,high,25.2
4,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,21553,40384,889,2,high,11.4
6,wait_and_see,no_experience,save_half,quarterly,retirement,407467,361656,2824,5,medium,35.3
3,sell_immediately,yes_sometimes,save_all,monthly,buy a house,88942,25129,1130,4,low,12.3
8,buy_more,no_experience,invest_all,monthly,wealth building,1052705,1433749,11685,10,high,65.8
4,buy_more,no_experience,save_half,weekly,retirement,428676,182646,1039,10,medium,38.4
25,buy_more,yes_sometimes,invest_all,daily,wealth building,465627,523651,1923,30,high,81.8
1,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,13386,3269,106,2,low,7.3
25,buy_more,no_never,invest_all,monthly,retirement,1154990,956847,1500,30,medium,56.6
7,wait_and_see,no_experience,invest_all,quarterly,retirement,1131676,865916,17431,12,high,71.6
3,buy_more,yes_sometimes,save_half,weekly,wealth building,673919,911537,5797,5,high,63.3
5,buy_more,no_experience,invest_all,weekly,retirement,2951848,2317592,44707,5,high,76.9
25,buy_more,yes_sometimes,invest_all,weekly,retirement,481232,113511,2849,20,medium,56.8
10,buy_more,yes_sometimes,invest_all,daily,retirement,2078289,1354131,7087,20,high,73.5
5,buy_more,no_experience,invest_all,quarterly,buy a house,109536,72222,1030,10,medium,19.7
20,buy_more,yes_sometimes,invest_all,monthly,wealth building,271562,179258,948,15,medium,42.5
30,buy_more,yes_sometimes,invest_all,monthly,wealth building,107022,62242,243,20,medium,45.5
3,buy_more,no_never,save_half,weekly,retirement,783313,207137,8301,10,high,67.9
5,wait_and_see,yes_sometimes,save_half,quarterly,retirement,1086195,645622,11778,10,medium,30.6
6,wait_and_see,no_never,invest_all,quarterly,buy a house,263586,243621,1418,12,high,42.0
4,wait_and_see,no_experience,save_half,monthly,buy a house,181630,234884,1468,5,high,33.3
4,sell_immediately,yes_sometimes,save_half,rarely,save for a car,44263,42492,219,5,medium,22.2
1,sell_immediately,yes_sometimes,save_all,quarterly,vacation,5117,2768,97,1,low,16.3
4,wait_and_see,no_experience,save_half,rarely,emergency fund,38919,18825,1416,2,high,8.6
8,wait_and_see,yes_sometimes,save_half,weekly,retirement,3129138,3336162,28510,10,high,75.6
4,buy_more,no_never,save_half,monthly,wealth building,884084,513679,7178,7,high,64.0
0,sell_immediately,yes_always,save_all,quarterly,emergency fund,5964,1991,119,2,low,1.0
15,buy_more,yes_sometimes,invest_all,daily,wealth building,503458,410448,1043,25,high,71.8
5,buy_more,no_never,save_half,monthly,wealth building,254883,73271,2572,12,high,62.2
6,wait_and_see,yes_sometimes,save_half,quarterly,retirement,953427,947050,3793,10,medium,42.9
8,buy_more,no_experience,invest_all,monthly,retirement,3553467,6699406,24421,12,high,84.6
7,wait_and_see,no_experience,save_half,quarterly,buy a house,253705,410818,1670,10,high,29.5
8,wait_and_see,yes_sometimes,save_half,monthly,wealth building,358645,41985,1830,10,medium,34.4
