years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
5,wait_and_see,no_experience,save_half,quarterly,save for a car,13436,1500,55,5,medium,52.4
6,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,36906,16825,123,8,medium,70.5
0,sell_immediately,yes_always,spend_it,rarely,vacation,8249,998,223,1,medium,6.5
6,buy_more,no_experience,invest_all,monthly,save for a car,23941,285,131,7,medium,78.2
6,wait_and_see,no_experience,save_half,quarterly,buy a house,61606,5905,346,7,medium,68.4
6,buy_more,no_experience,invest_all,monthly,retirement,443654,167776,1514,10,medium,92.7
12,buy_more,no_experience,invest_all,monthly,retirement,230020,65564,516,15,medium,100.0
12,wait_and_see,no_experience,invest_all,monthly,wealth building,148665,9437,480,15,high,97.2
5,wait_and_see,no_experience,save_half,monthly,save for a car,33188,440,164,7,medium,65.9
5,buy_more,yes_sometimes,save_half,quarterly,buy a house,47310,937,242,5,medium,71.3
1,wait_and_see,yes_always,save_all,rarely,emergency fund,5218,643,105,1,low,11.8
4,buy_more,no_experience,invest_all,monthly,buy a house,47888,15585,185,5,medium,88.0
4,wait_and_see,no_experience,save_half,monthly,buy a house,55712,9416,415,7,medium,66.0
4,buy_more,yes_sometimes,save_half,quarterly,buy a house,112854,4379,674,5,medium,68.4
8,buy_more,no_never,invest_all,weekly,retirement,207376,74646,194,15,medium,100.0
5,wait_and_see,no_experience,save_half,monthly,save for a car,47146,9626,453,7,high,74.4
0,sell_immediately,no_experience,save_half,rarely,emergency fund,13015,3716,48,3,medium,16.7
20,buy_more,no_never,invest_all,weekly,retirement,782110,387611,871,30,high,100.0
0,sell_immediately,yes_always,spend_it,rarely,vacation,13890,2460,557,1,medium,3.6
12,wait_and_see,no_experience,save_half,monthly,wealth building,68039,1535,248,12,medium,89.7
6,wait_and_see,yes_sometimes,save_half,monthly,save for a car,22472,5892,83,8,high,68.3
8,buy_more,no_never,invest_all,weekly,retirement,604589,342145,2664,10,high,100.0
8,buy_more,no_experience,invest_all,monthly,retirement,1032655,467567,1119,15,high,100.0
0,wait_and_see,no_experience,save_half,rarely,emergency fund,11260,1675,61,4,low,21.5
1,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,14448,1488,212,1,low,2.3
10,wait_and_see,no_experience,save_half,weekly,retirement,385716,254100,1554,10,high,92.9
6,wait_and_see,no_never,save_half,monthly,retirement,1089905,166668,2900,12,high,94.2
1,sell_immediately,yes_sometimes,save_all,rarely,save for a car,15716,2442,124,2,medium,22.2
1,wait_and_see,no_experience,save_half,quarterly,save for a car,36301,1530,417,3,medium,49.2
6,buy_more,no_never,save_half,monthly,wealth building,179058,88077,675,15,high,100.0
2,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,7697,1708,36,2,low,17.0
1,wait_and_see,yes_always,save_all,quarterly,vacation,6182,1376,93,1,medium,24.0
5,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,20604,4589,187,5,high,66.5
6,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,93639,36086,568,5,medium,66.5
6,wait_and_see,no_experience,save_half,monthly,buy a house,100792,27928,552,7,medium,73.2
4,wait_and_see,no_experience,invest_all,quarterly,buy a house,142471,54564,350,7,medium,74.6
4,wait_and_see,no_experience,invest_all,monthly,save for a car,22699,3174,138,8,medium,69.5
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,137693,35040,873,5,medium,68.2
8,buy_more,no_experience,invest_all,weekly,wealth building,103168,9557,228,15,high,100.0
0,wait_and_see,yes_sometimes,save_half,rarely,save for a car,19856,5343,87,4,low,35.8
2,wait_and_see,no_experience,save_all,quarterly,emergency fund,18899,7448,126,3,medium,33.2
15,buy_more,no_never,invest_all,weekly,wealth building,147765,38596,132,20,high,100.0
5,wait_and_see,no_experience,save_half,quarterly,save for a car,54848,12413,148,7,high,64.1
3,sell_immediately,no_experience,save_all,rarely,save for a car,17165,6025,121,4,medium,32.3
8,buy_more,no_never,save_half,monthly,retirement,281392,143953,659,10,medium,96.7
3,wait_and_see,no_experience,invest_all,monthly,buy a house,63111,3577,462,8,medium,78.5
0,wait_and_see,yes_sometimes,save_half,rarely,save for a car,14783,2634,100,2,low,34.1
4,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,71810,8769,510,8,medium,62.8
10,wait_and_see,no_experience,invest_all,weekly,retirement,167559,41404,337,15,medium,97.5
6,wait_and_see,no_experience,invest_all,quarterly,buy a house,221340,48221,2535,5,high,84.6
3,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,9812,668,72,4,low,38.3
1,sell_immediately,yes_always,save_all,quarterly,vacation,3937,896,56,2,low,16.1
3,buy_more,yes_sometimes,save_half,monthly,buy a house,60112,2508,181,8,medium,69.7
10,wait_and_see,no_never,save_half,weekly,retirement,164942,40809,126,15,medium,97.2
6,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,118543,42743,513,7,medium,73.0
5,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,237328,18985,1921,7,high,73.3
2,wait_and_see,no_experience,save_half,quarterly,emergency fund,7170,1162,22,2,low,31.3
4,wait_and_see,no_experience,save_half,quarterly,save for a car,47985,14826,563,5,high,70.8
2,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,7669,217,114,4,medium,37.0
3,sell_immediately,no_experience,save_half,quarterly,save for a car,18396,2539,439,2,medium,42.6
5,wait_and_see,no_experience,save_half,quarterly,save for a car,26147,9139,61,8,high,59.5
1,sell_immediately,yes_always,spend_it,quarterly,vacation,8499,314,448,1,medium,14.5
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,33923,5211,348,5,high,66.0
8,buy_more,no_never,save_half,weekly,wealth building,219175,2311,1249,10,medium,100.0
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,136817,42533,488,5,medium,71.8
3,wait_and_see,no_experience,save_half,monthly,save for a car,23568,4634,54,7,medium,64.2
12,buy_more,no_experience,invest_all,monthly,wealth building,518600,151806,580,15,high,100.0
6,buy_more,no_experience,invest_all,monthly,retirement,872091,3358,9020,10,high,100.0
3,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,12172,1153,67,4,low,15.1
6,buy_more,yes_sometimes,invest_all,monthly,save for a car,51275,14384,280,5,high,90.5
8,buy_more,no_never,invest_all,monthly,wealth building,136905,37065,150,12,medium,100.0
6,buy_more,no_experience,save_half,quarterly,buy a house,298523,51791,1950,7,high,81.0
3,buy_more,yes_sometimes,invest_all,quarterly,buy a house,248102,99851,1069,8,high,82.8
2,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,6523,1421,238,1,medium,23.7
4,buy_more,yes_sometimes,save_half,monthly,save for a car,55302,13337,415,7,high,74.3
15,buy_more,no_never,invest_all,weekly,retirement,707805,395238,932,25,high,100.0
8,buy_more,no_never,save_half,weekly,wealth building,106002,26983,246,15,medium,100.0
1,wait_and_see,no_experience,save_all,rarely,emergency fund,7264,546,61,4,low,24.0
5,buy_more,no_experience,save_half,monthly,save for a car,13104,267,48,8,medium,65.8
0,sell_immediately,no_experience,save_half,quarterly,emergency fund,3617,885,19,3,low,15.0
4,buy_more,no_experience,invest_all,monthly,save for a car,34499,4985,304,5,medium,77.3
12,buy_more,no_experience,save_half,weekly,retirement,625456,228950,1329,10,medium,97.8
2,wait_and_see,yes_always,save_all,quarterly,emergency fund,7621,946,68,1,low,14.7
3,buy_more,yes_sometimes,invest_all,quarterly,buy a house,55398,3063,286,7,medium,74.1
2,wait_and_see,no_experience,save_half,quarterly,emergency fund,3379,1029,19,4,low,43.7
8,wait_and_see,no_never,save_half,weekly,wealth building,133242,50357,312,15,medium,100.0
8,wait_and_see,no_experience,save_half,weekly,retirement,742805,47843,5056,15,high,95.2
12,wait_and_see,no_never,save_half,weekly,wealth building,92444,20266,63,15,medium,92.9
10,wait_and_see,no_never,save_half,weekly,wealth building,82589,402,552,10,medium,89.9
12,buy_more,no_experience,invest_all,monthly,wealth building,109566,19841,508,10,high,100.0
10,wait_and_see,no_experience,invest_all,weekly,wealth building,200908,64514,354,15,medium,93.1
6,buy_more,yes_sometimes,save_half,quarterly,save for a car,46655,6405,403,8,high,72.5
10,wait_and_see,no_never,save_half,weekly,wealth building,412397,113481,1381,12,high,99.2
6,wait_and_see,no_experience,save_half,monthly,buy a house,122692,23949,1060,5,medium,72.5
8,buy_more,no_never,save_half,weekly,wealth building,198625,33097,368,15,medium,100.0
6,wait_and_see,no_never,save_half,monthly,wealth building,83333,13936,221,12,high,91.2
6,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,49497,16782,443,5,high,79.0
2,wait_and_see,yes_always,spend_it,rarely,vacation,7570,416,226,1,medium,10.9
0,wait_and_see,yes_always,save_all,rarely,vacation,2719,188,71,1,low,10.8
25,buy_more,no_never,invest_all,daily,retirement,1061789,372119,3058,30,high,100.0
6,buy_more,yes_sometimes,save_half,quarterly,buy a house,255585,124361,936,7,high,80.4
3,buy_more,yes_sometimes,invest_all,monthly,buy a house,108821,16727,745,7,medium,83.7
6,wait_and_see,no_never,invest_all,monthly,wealth building,66632,9691,93,12,medium,94.4
25,buy_more,no_never,invest_all,weekly,retirement,335169,252700,492,30,high,100.0
5,wait_and_see,no_experience,save_half,monthly,save for a car,21822,4724,85,5,medium,64.2
2,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,24549,2825,307,2,low,34.9
1,sell_immediately,no_experience,save_all,quarterly,save for a car,10980,80,51,4,low,24.4
12,wait_and_see,no_experience,invest_all,weekly,retirement,531971,22414,2223,12,medium,100.0
10,wait_and_see,no_never,invest_all,monthly,retirement,619094,290666,1255,15,medium,100.0
1,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,14278,4715,108,4,medium,31.3
3,wait_and_see,no_experience,save_half,monthly,save for a car,52217,11543,165,7,high,63.0
2,sell_immediately,no_experience,save_half,quarterly,save for a car,12384,510,77,3,low,34.6
3,sell_immediately,yes_sometimes,save_half,rarely,save for a car,23510,3382,72,3,low,32.8
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,135211,33059,455,5,medium,66.4
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,118335,33476,913,5,medium,66.8
3,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,19543,2169,112,3,medium,29.3
3,wait_and_see,no_experience,save_half,quarterly,save for a car,33175,7574,294,5,medium,50.8
0,wait_and_see,yes_sometimes,save_all,rarely,vacation,8925,4454,204,1,medium,25.5
20,buy_more,no_never,invest_all,weekly,retirement,686944,3648,2067,30,high,100.0
6,buy_more,no_never,save_half,monthly,wealth building,114432,1925,366,12,medium,92.9
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,52593,426,248,7,medium,60.9
6,wait_and_see,no_experience,invest_all,weekly,wealth building,268167,70518,535,15,high,100.0
15,buy_more,no_never,invest_all,weekly,wealth building,255426,24789,571,30,high,100.0
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,28826,510,314,7,high,68.6
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,41611,15438,249,5,high,76.5
6,buy_more,no_never,invest_all,weekly,retirement,640792,115674,871,10,medium,100.0
12,buy_more,no_experience,save_half,monthly,retirement,964931,214165,1760,12,high,100.0
4,wait_and_see,no_experience,invest_all,quarterly,save for a car,31936,4773,72,8,medium,63.1
1,sell_immediately,no_experience,save_half,quarterly,save for a car,17339,7112,116,4,medium,43.5
12,buy_more,no_never,invest_all,weekly,retirement,554917,107530,520,15,medium,100.0
8,buy_more,no_never,invest_all,monthly,retirement,303492,78450,551,10,medium,100.0
0,sell_immediately,yes_sometimes,save_all,rarely,vacation,5424,2108,93,1,low,6.7
10,buy_more,no_experience,invest_all,weekly,retirement,554906,144911,1136,10,medium,100.0
5,buy_more,no_experience,save_half,quarterly,save for a car,24371,7601,87,8,medium,68.1
3,sell_immediately,no_experience,save_all,quarterly,emergency fund,6204,1239,25,3,low,22.1
3,wait_and_see,no_experience,invest_all,monthly,buy a house,124823,51348,794,5,medium,73.1
1,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,15664,1104,158,4,low,54.1
6,wait_and_see,no_experience,invest_all,monthly,retirement,674122,182849,4539,10,high,100.0
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,29172,7819,79,8,medium,60.7
5,wait_and_see,no_experience,save_half,quarterly,save for a car,23342,3088,86,7,medium,54.1
1,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,14561,2361,114,2,medium,44.5
8,buy_more,no_never,invest_all,weekly,wealth building,488735,13445,2021,10,high,100.0
20,buy_more,no_never,invest_all,weekly,retirement,783783,270097,1554,25,high,100.0
12,wait_and_see,no_never,save_half,weekly,retirement,484846,202740,1522,10,medium,98.5
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,22819,5490,81,8,high,68.4
2,sell_immediately,yes_always,spend_it,rarely,emergency fund,5067,503,139,1,low,1.0
6,buy_more,no_experience,save_half,quarterly,save for a car,19240,5822,117,5,medium,71.2
1,wait_and_see,no_experience,save_half,quarterly,emergency fund,4402,610,40,2,low,32.9
4,wait_and_see,no_experience,invest_all,monthly,buy a house,65544,28446,161,8,medium,77.4
6,buy_more,no_experience,save_half,monthly,retirement,719892,197182,5394,10,high,96.3
12,wait_and_see,no_never,invest_all,monthly,retirement,830647,172067,4783,10,high,100.0
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,144124,102514,562,8,high,75.8
3,sell_immediately,no_experience,save_all,rarely,save for a car,14057,1094,404,2,medium,34.1
3,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,9621,3675,47,4,medium,35.3
1,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,14935,777,284,2,medium,26.7
2,wait_and_see,no_experience,save_half,quarterly,save for a car,20023,2388,115,3,low,43.2
0,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,14909,4808,88,3,low,15.0
6,wait_and_see,no_never,save_half,monthly,wealth building,156723,58695,406,10,medium,86.2
5,buy_more,yes_sometimes,invest_all,monthly,buy a house,198631,70190,687,5,high,90.8
8,buy_more,no_never,invest_all,weekly,wealth building,75089,1153,319,10,medium,100.0
6,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,259529,77892,1083,7,high,71.1
4,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,167140,45857,517,7,high,80.4
5,wait_and_see,no_experience,save_half,monthly,buy a house,164879,46565,1952,5,high,71.2
4,buy_more,yes_sometimes,invest_all,monthly,buy a house,127071,37948,290,8,medium,81.4
1,sell_immediately,yes_always,spend_it,rarely,vacation,2152,345,14,2,low,2.3
3,buy_more,yes_sometimes,save_half,monthly,save for a car,13748,3178,45,7,medium,67.1
3,wait_and_see,no_experience,invest_all,monthly,buy a house,164122,5335,1039,5,high,73.9
1,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,19291,5400,96,2,medium,7.6
1,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,13646,2762,75,2,low,7.5
6,buy_more,no_never,save_half,weekly,wealth building,175650,26198,385,15,high,100.0
3,buy_more,no_experience,save_half,monthly,save for a car,32236,5460,76,5,medium,72.2
6,buy_more,no_experience,invest_all,quarterly,buy a house,48151,4347,237,7,medium,81.5
6,wait_and_see,no_experience,save_half,monthly,buy a house,73674,44182,531,5,high,76.0
5,wait_and_see,no_experience,save_half,quarterly,save for a car,21992,4468,140,5,medium,61.8
6,buy_more,yes_sometimes,save_half,monthly,save for a car,24824,6332,133,7,medium,78.1
5,wait_and_see,yes_sometimes,save_half,monthly,save for a car,39704,10707,216,7,medium,62.1
6,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,41186,3186,294,5,high,78.5
6,wait_and_see,no_experience,save_half,quarterly,buy a house,88473,3948,282,8,medium,65.0
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,216533,11458,1282,8,high,65.5
4,wait_and_see,no_experience,invest_all,monthly,buy a house,115495,23365,138,8,medium,72.0
6,wait_and_see,no_experience,save_half,weekly,wealth building,111289,20860,500,10,medium,78.0
6,buy_more,no_never,invest_all,monthly,retirement,642378,57151,2025,10,medium,100.0
5,buy_more,yes_sometimes,save_half,monthly,save for a car,14951,3153,38,5,medium,68.7
3,sell_immediately,no_experience,save_half,rarely,emergency fund,10726,1027,87,3,low,21.4
12,buy_more,no_never,invest_all,weekly,retirement,511527,266220,1667,12,high,100.0
4,wait_and_see,no_experience,invest_all,quarterly,buy a house,115459,40924,370,8,high,75.8
10,wait_and_see,no_experience,invest_all,monthly,wealth building,166155,47224,271,12,medium,92.1
2,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,9065,1271,19,4,low,42.3
6,wait_and_see,no_never,invest_all,monthly,retirement,168595,25033,446,12,medium,100.0
6,buy_more,yes_sometimes,save_half,monthly,save for a car,56581,21910,108,8,high,74.5
6,buy_more,no_never,invest_all,weekly,wealth building,345275,67474,2341,12,high,100.0
6,wait_and_see,no_experience,save_half,monthly,save for a car,25702,8496,171,5,medium,66.3
2,wait_and_see,no_experience,save_half,rarely,emergency fund,13549,1945,100,2,low,24.9
12,wait_and_see,no_experience,save_half,monthly,retirement,786040,266790,1677,10,high,84.3
2,sell_immediately,no_experience,save_all,quarterly,emergency fund,14845,329,467,2,medium,23.5
6,buy_more,no_experience,invest_all,weekly,wealth building,290600,149141,1411,12,high,100.0
